"ScheduleKey","FormID","InspectionName","Department","Frequency","DueDate","Sequence","Status"
"OHD002|2027-04-03","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-04-03","36","Scheduled"
"OSG001|2027-04-03","OSG001","Outside Grounds","Production","Weekly","2027-04-03","36","Scheduled"
"SLC001|2027-04-03","SLC001","SLC Scales","Production","Weekly","2027-04-03","36","Scheduled"
"SOP001|2027-04-03","SOP001","Soap Room","Sanitation","Weekly","2027-04-03","36","Scheduled"
"AIR001|2027-04-10","AIR001","Air Curtains","Sanitation","Weekly","2027-04-10","37","Scheduled"
"BCH001|2027-04-10","BCH001","Box Chutes","Sanitation","Weekly","2027-04-10","37","Scheduled"
"BRE001|2027-04-10","BRE001","Box Room Elevator","Production","Weekly","2027-04-10","37","Scheduled"
"DCK001|2027-04-10","DCK001","Dock Pits","Production","Weekly","2027-04-10","37","Scheduled"
"FLT001|2027-04-10","FLT001","Forklifts","Production","Weekly","2027-04-10","37","Scheduled"
"ICE001|2027-04-10","ICE001","Ice House & Augers","Sanitation","Bi-Weekly","2027-04-10","19","Scheduled"
"KNR001|2027-04-10","KNR001","Knife Room","Production","Weekly","2027-04-10","37","Scheduled"
"LGT001|2027-04-10","LGT001","Light Covers","Sanitation","Weekly","2027-04-10","37","Scheduled"
"OHD001|2027-04-10","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-04-10","37","Scheduled"
"OHD002|2027-04-10","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-04-10","37","Scheduled"
"OSG001|2027-04-10","OSG001","Outside Grounds","Production","Weekly","2027-04-10","37","Scheduled"
"SLC001|2027-04-10","SLC001","SLC Scales","Production","Weekly","2027-04-10","37","Scheduled"
"SOP001|2027-04-10","SOP001","Soap Room","Sanitation","Weekly","2027-04-10","37","Scheduled"
"AIR001|2027-04-17","AIR001","Air Curtains","Sanitation","Weekly","2027-04-17","38","Scheduled"
"BCH001|2027-04-17","BCH001","Box Chutes","Sanitation","Weekly","2027-04-17","38","Scheduled"
"BRE001|2027-04-17","BRE001","Box Room Elevator","Production","Weekly","2027-04-17","38","Scheduled"
"DCK001|2027-04-17","DCK001","Dock Pits","Production","Weekly","2027-04-17","38","Scheduled"
"FLT001|2027-04-17","FLT001","Forklifts","Production","Weekly","2027-04-17","38","Scheduled"
"KNR001|2027-04-17","KNR001","Knife Room","Production","Weekly","2027-04-17","38","Scheduled"
"LGT001|2027-04-17","LGT001","Light Covers","Sanitation","Weekly","2027-04-17","38","Scheduled"
"OHD001|2027-04-17","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-04-17","38","Scheduled"
"OHD002|2027-04-17","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-04-17","38","Scheduled"
"OSG001|2027-04-17","OSG001","Outside Grounds","Production","Weekly","2027-04-17","38","Scheduled"
"SLC001|2027-04-17","SLC001","SLC Scales","Production","Weekly","2027-04-17","38","Scheduled"
"SOP001|2027-04-17","SOP001","Soap Room","Sanitation","Weekly","2027-04-17","38","Scheduled"
"AIR001|2027-04-24","AIR001","Air Curtains","Sanitation","Weekly","2027-04-24","39","Scheduled"
"BCH001|2027-04-24","BCH001","Box Chutes","Sanitation","Weekly","2027-04-24","39","Scheduled"
"BRE001|2027-04-24","BRE001","Box Room Elevator","Production","Weekly","2027-04-24","39","Scheduled"
"DCK001|2027-04-24","DCK001","Dock Pits","Production","Weekly","2027-04-24","39","Scheduled"
"FLT001|2027-04-24","FLT001","Forklifts","Production","Weekly","2027-04-24","39","Scheduled"
"ICE001|2027-04-24","ICE001","Ice House & Augers","Sanitation","Bi-Weekly","2027-04-24","20","Scheduled"
"KNR001|2027-04-24","KNR001","Knife Room","Production","Weekly","2027-04-24","39","Scheduled"
"LGT001|2027-04-24","LGT001","Light Covers","Sanitation","Weekly","2027-04-24","39","Scheduled"
"OHD001|2027-04-24","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-04-24","39","Scheduled"
"OHD002|2027-04-24","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-04-24","39","Scheduled"
"OSG001|2027-04-24","OSG001","Outside Grounds","Production","Weekly","2027-04-24","39","Scheduled"
"SLC001|2027-04-24","SLC001","SLC Scales","Production","Weekly","2027-04-24","39","Scheduled"
"SOP001|2027-04-24","SOP001","Soap Room","Sanitation","Weekly","2027-04-24","39","Scheduled"
"AIR001|2027-05-01","AIR001","Air Curtains","Sanitation","Weekly","2027-05-01","40","Scheduled"
"BCH001|2027-05-01","BCH001","Box Chutes","Sanitation","Weekly","2027-05-01","40","Scheduled"
"BLD001|2027-05-01","BLD001","Building Repair","Maintenance","Quarterly","2027-05-01","4","Scheduled"
"BRE001|2027-05-01","BRE001","Box Room Elevator","Production","Weekly","2027-05-01","40","Scheduled"
"BRM001|2027-05-01","BRM001","Box Room","Production","Monthly","2027-05-01","10","Scheduled"
"BRW001|2027-05-01","BRW001","Box Room Warehouse","Production","Monthly","2027-05-01","10","Scheduled"
"CIP001|2027-05-01","CIP001","CIP Systems","Sanitation","Monthly","2027-05-01","10","Scheduled"
"CLW001|2027-05-01","CLW001","Cooler Walls","Maintenance","Quarterly","2027-05-01","4","Scheduled"
"COL001|2027-05-01","COL001","Cooler Overheads","Maintenance","Quarterly","2027-05-01","4","Scheduled"
"CVP001|2027-05-01","CVP001","CVP Machines","Production","Monthly","2027-05-01","10","Scheduled"
"DCK001|2027-05-01","DCK001","Dock Pits","Production","Weekly","2027-05-01","40","Scheduled"
"EXH001|2027-05-01","EXH001","Exhaust Fans and Heaters","Maintenance","Monthly","2027-05-01","10","Scheduled"
"FLT001|2027-05-01","FLT001","Forklifts","Production","Weekly","2027-05-01","40","Scheduled"
"KNR001|2027-05-01","KNR001","Knife Room","Production","Weekly","2027-05-01","40","Scheduled"
"LGT001|2027-05-01","LGT001","Light Covers","Sanitation","Weekly","2027-05-01","40","Scheduled"
"MEP001|2027-05-01","MEP001","Maintenance Electrical & Pump Rooms","Maintenance","Quarterly","2027-05-01","4","Scheduled"
"MSH001|2027-05-01","MSH001","Maintenance Shops","Maintenance","Quarterly","2027-05-01","4","Scheduled"
"OHD001|2027-05-01","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-05-01","40","Scheduled"
"OHD002|2027-05-01","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-05-01","40","Scheduled"
"OSG001|2027-05-01","OSG001","Outside Grounds","Production","Weekly","2027-05-01","40","Scheduled"
"SCG001|2027-05-01","SCG001","Supply Cage","Production","Monthly","2027-05-01","10","Scheduled"
"SHP001|2027-05-01","SHP001","Shipping Docks","Production","Monthly","2027-05-01","10","Scheduled"
"SLC001|2027-05-01","SLC001","SLC Scales","Production","Weekly","2027-05-01","40","Scheduled"
"SOP001|2027-05-01","SOP001","Soap Room","Sanitation","Weekly","2027-05-01","40","Scheduled"
"SUP001|2027-05-01","SUP001","Supply Room","Production","Monthly","2027-05-01","10","Scheduled"
"AIR001|2027-05-08","AIR001","Air Curtains","Sanitation","Weekly","2027-05-08","41","Scheduled"
"BCH001|2027-05-08","BCH001","Box Chutes","Sanitation","Weekly","2027-05-08","41","Scheduled"
"BRE001|2027-05-08","BRE001","Box Room Elevator","Production","Weekly","2027-05-08","41","Scheduled"
"DCK001|2027-05-08","DCK001","Dock Pits","Production","Weekly","2027-05-08","41","Scheduled"
"FLT001|2027-05-08","FLT001","Forklifts","Production","Weekly","2027-05-08","41","Scheduled"
"ICE001|2027-05-08","ICE001","Ice House & Augers","Sanitation","Bi-Weekly","2027-05-08","21","Scheduled"
"KNR001|2027-05-08","KNR001","Knife Room","Production","Weekly","2027-05-08","41","Scheduled"
"LGT001|2027-05-08","LGT001","Light Covers","Sanitation","Weekly","2027-05-08","41","Scheduled"
"OHD001|2027-05-08","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-05-08","41","Scheduled"
"OHD002|2027-05-08","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-05-08","41","Scheduled"
"OSG001|2027-05-08","OSG001","Outside Grounds","Production","Weekly","2027-05-08","41","Scheduled"
"SLC001|2027-05-08","SLC001","SLC Scales","Production","Weekly","2027-05-08","41","Scheduled"
"SOP001|2027-05-08","SOP001","Soap Room","Sanitation","Weekly","2027-05-08","41","Scheduled"
"AIR001|2027-05-15","AIR001","Air Curtains","Sanitation","Weekly","2027-05-15","42","Scheduled"
"BCH001|2027-05-15","BCH001","Box Chutes","Sanitation","Weekly","2027-05-15","42","Scheduled"
"BRE001|2027-05-15","BRE001","Box Room Elevator","Production","Weekly","2027-05-15","42","Scheduled"
"DCK001|2027-05-15","DCK001","Dock Pits","Production","Weekly","2027-05-15","42","Scheduled"
"FLT001|2027-05-15","FLT001","Forklifts","Production","Weekly","2027-05-15","42","Scheduled"
"KNR001|2027-05-15","KNR001","Knife Room","Production","Weekly","2027-05-15","42","Scheduled"
"LGT001|2027-05-15","LGT001","Light Covers","Sanitation","Weekly","2027-05-15","42","Scheduled"
"OHD001|2027-05-15","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-05-15","42","Scheduled"
"OHD002|2027-05-15","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-05-15","42","Scheduled"
"OSG001|2027-05-15","OSG001","Outside Grounds","Production","Weekly","2027-05-15","42","Scheduled"
"SLC001|2027-05-15","SLC001","SLC Scales","Production","Weekly","2027-05-15","42","Scheduled"
"SOP001|2027-05-15","SOP001","Soap Room","Sanitation","Weekly","2027-05-15","42","Scheduled"
"AIR001|2027-05-22","AIR001","Air Curtains","Sanitation","Weekly","2027-05-22","43","Scheduled"
"BCH001|2027-05-22","BCH001","Box Chutes","Sanitation","Weekly","2027-05-22","43","Scheduled"
"BRE001|2027-05-22","BRE001","Box Room Elevator","Production","Weekly","2027-05-22","43","Scheduled"
"DCK001|2027-05-22","DCK001","Dock Pits","Production","Weekly","2027-05-22","43","Scheduled"
"FLT001|2027-05-22","FLT001","Forklifts","Production","Weekly","2027-05-22","43","Scheduled"
"ICE001|2027-05-22","ICE001","Ice House & Augers","Sanitation","Bi-Weekly","2027-05-22","22","Scheduled"
"KNR001|2027-05-22","KNR001","Knife Room","Production","Weekly","2027-05-22","43","Scheduled"
"LGT001|2027-05-22","LGT001","Light Covers","Sanitation","Weekly","2027-05-22","43","Scheduled"
"OHD001|2027-05-22","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-05-22","43","Scheduled"
"OHD002|2027-05-22","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-05-22","43","Scheduled"
"OSG001|2027-05-22","OSG001","Outside Grounds","Production","Weekly","2027-05-22","43","Scheduled"
"SLC001|2027-05-22","SLC001","SLC Scales","Production","Weekly","2027-05-22","43","Scheduled"
"SOP001|2027-05-22","SOP001","Soap Room","Sanitation","Weekly","2027-05-22","43","Scheduled"
"AIR001|2027-05-29","AIR001","Air Curtains","Sanitation","Weekly","2027-05-29","44","Scheduled"
"BCH001|2027-05-29","BCH001","Box Chutes","Sanitation","Weekly","2027-05-29","44","Scheduled"
"BRE001|2027-05-29","BRE001","Box Room Elevator","Production","Weekly","2027-05-29","44","Scheduled"
"DCK001|2027-05-29","DCK001","Dock Pits","Production","Weekly","2027-05-29","44","Scheduled"
"FLT001|2027-05-29","FLT001","Forklifts","Production","Weekly","2027-05-29","44","Scheduled"
"KNR001|2027-05-29","KNR001","Knife Room","Production","Weekly","2027-05-29","44","Scheduled"
"LGT001|2027-05-29","LGT001","Light Covers","Sanitation","Weekly","2027-05-29","44","Scheduled"
"OHD001|2027-05-29","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-05-29","44","Scheduled"
"OHD002|2027-05-29","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-05-29","44","Scheduled"
"OSG001|2027-05-29","OSG001","Outside Grounds","Production","Weekly","2027-05-29","44","Scheduled"
"SLC001|2027-05-29","SLC001","SLC Scales","Production","Weekly","2027-05-29","44","Scheduled"
"SOP001|2027-05-29","SOP001","Soap Room","Sanitation","Weekly","2027-05-29","44","Scheduled"
"BRM001|2027-06-01","BRM001","Box Room","Production","Monthly","2027-06-01","11","Scheduled"
"BRW001|2027-06-01","BRW001","Box Room Warehouse","Production","Monthly","2027-06-01","11","Scheduled"
"CIP001|2027-06-01","CIP001","CIP Systems","Sanitation","Monthly","2027-06-01","11","Scheduled"
"CVP001|2027-06-01","CVP001","CVP Machines","Production","Monthly","2027-06-01","11","Scheduled"
"EXH001|2027-06-01","EXH001","Exhaust Fans and Heaters","Maintenance","Monthly","2027-06-01","11","Scheduled"
"OFF001|2027-06-01","OFF001","Offal Building","Production","Every 2 Months","2027-06-01","6","Scheduled"
"SCG001|2027-06-01","SCG001","Supply Cage","Production","Monthly","2027-06-01","11","Scheduled"
"SHP001|2027-06-01","SHP001","Shipping Docks","Production","Monthly","2027-06-01","11","Scheduled"
"SUP001|2027-06-01","SUP001","Supply Room","Production","Monthly","2027-06-01","11","Scheduled"
"AIR001|2027-06-05","AIR001","Air Curtains","Sanitation","Weekly","2027-06-05","45","Scheduled"
"BCH001|2027-06-05","BCH001","Box Chutes","Sanitation","Weekly","2027-06-05","45","Scheduled"
"BRE001|2027-06-05","BRE001","Box Room Elevator","Production","Weekly","2027-06-05","45","Scheduled"
"DCK001|2027-06-05","DCK001","Dock Pits","Production","Weekly","2027-06-05","45","Scheduled"
"FLT001|2027-06-05","FLT001","Forklifts","Production","Weekly","2027-06-05","45","Scheduled"
"ICE001|2027-06-05","ICE001","Ice House & Augers","Sanitation","Bi-Weekly","2027-06-05","23","Scheduled"
"KNR001|2027-06-05","KNR001","Knife Room","Production","Weekly","2027-06-05","45","Scheduled"
"LGT001|2027-06-05","LGT001","Light Covers","Sanitation","Weekly","2027-06-05","45","Scheduled"
"OHD001|2027-06-05","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-06-05","45","Scheduled"
"OHD002|2027-06-05","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-06-05","45","Scheduled"
"OSG001|2027-06-05","OSG001","Outside Grounds","Production","Weekly","2027-06-05","45","Scheduled"
"SLC001|2027-06-05","SLC001","SLC Scales","Production","Weekly","2027-06-05","45","Scheduled"
"SOP001|2027-06-05","SOP001","Soap Room","Sanitation","Weekly","2027-06-05","45","Scheduled"
"AIR001|2027-06-12","AIR001","Air Curtains","Sanitation","Weekly","2027-06-12","46","Scheduled"
"BCH001|2027-06-12","BCH001","Box Chutes","Sanitation","Weekly","2027-06-12","46","Scheduled"
"BRE001|2027-06-12","BRE001","Box Room Elevator","Production","Weekly","2027-06-12","46","Scheduled"
"DCK001|2027-06-12","DCK001","Dock Pits","Production","Weekly","2027-06-12","46","Scheduled"
"FLT001|2027-06-12","FLT001","Forklifts","Production","Weekly","2027-06-12","46","Scheduled"
"KNR001|2027-06-12","KNR001","Knife Room","Production","Weekly","2027-06-12","46","Scheduled"
"LGT001|2027-06-12","LGT001","Light Covers","Sanitation","Weekly","2027-06-12","46","Scheduled"
"OHD001|2027-06-12","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-06-12","46","Scheduled"
"OHD002|2027-06-12","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-06-12","46","Scheduled"
"OSG001|2027-06-12","OSG001","Outside Grounds","Production","Weekly","2027-06-12","46","Scheduled"
"SLC001|2027-06-12","SLC001","SLC Scales","Production","Weekly","2027-06-12","46","Scheduled"
"SOP001|2027-06-12","SOP001","Soap Room","Sanitation","Weekly","2027-06-12","46","Scheduled"
"AIR001|2027-06-19","AIR001","Air Curtains","Sanitation","Weekly","2027-06-19","47","Scheduled"
"BCH001|2027-06-19","BCH001","Box Chutes","Sanitation","Weekly","2027-06-19","47","Scheduled"
"BRE001|2027-06-19","BRE001","Box Room Elevator","Production","Weekly","2027-06-19","47","Scheduled"
"DCK001|2027-06-19","DCK001","Dock Pits","Production","Weekly","2027-06-19","47","Scheduled"
"FLT001|2027-06-19","FLT001","Forklifts","Production","Weekly","2027-06-19","47","Scheduled"
"ICE001|2027-06-19","ICE001","Ice House & Augers","Sanitation","Bi-Weekly","2027-06-19","24","Scheduled"
"KNR001|2027-06-19","KNR001","Knife Room","Production","Weekly","2027-06-19","47","Scheduled"
"LGT001|2027-06-19","LGT001","Light Covers","Sanitation","Weekly","2027-06-19","47","Scheduled"
"OHD001|2027-06-19","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-06-19","47","Scheduled"
"OHD002|2027-06-19","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-06-19","47","Scheduled"
"OSG001|2027-06-19","OSG001","Outside Grounds","Production","Weekly","2027-06-19","47","Scheduled"
"SLC001|2027-06-19","SLC001","SLC Scales","Production","Weekly","2027-06-19","47","Scheduled"
"SOP001|2027-06-19","SOP001","Soap Room","Sanitation","Weekly","2027-06-19","47","Scheduled"
"AIR001|2027-06-26","AIR001","Air Curtains","Sanitation","Weekly","2027-06-26","48","Scheduled"
"BCH001|2027-06-26","BCH001","Box Chutes","Sanitation","Weekly","2027-06-26","48","Scheduled"
"BRE001|2027-06-26","BRE001","Box Room Elevator","Production","Weekly","2027-06-26","48","Scheduled"
"DCK001|2027-06-26","DCK001","Dock Pits","Production","Weekly","2027-06-26","48","Scheduled"
"FLT001|2027-06-26","FLT001","Forklifts","Production","Weekly","2027-06-26","48","Scheduled"
"KNR001|2027-06-26","KNR001","Knife Room","Production","Weekly","2027-06-26","48","Scheduled"
"LGT001|2027-06-26","LGT001","Light Covers","Sanitation","Weekly","2027-06-26","48","Scheduled"
"OHD001|2027-06-26","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-06-26","48","Scheduled"
"OHD002|2027-06-26","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-06-26","48","Scheduled"
"OSG001|2027-06-26","OSG001","Outside Grounds","Production","Weekly","2027-06-26","48","Scheduled"
"SLC001|2027-06-26","SLC001","SLC Scales","Production","Weekly","2027-06-26","48","Scheduled"
"SOP001|2027-06-26","SOP001","Soap Room","Sanitation","Weekly","2027-06-26","48","Scheduled"
"BRM001|2027-07-01","BRM001","Box Room","Production","Monthly","2027-07-01","12","Scheduled"
"BRW001|2027-07-01","BRW001","Box Room Warehouse","Production","Monthly","2027-07-01","12","Scheduled"
"CIP001|2027-07-01","CIP001","CIP Systems","Sanitation","Monthly","2027-07-01","12","Scheduled"
"CVP001|2027-07-01","CVP001","CVP Machines","Production","Monthly","2027-07-01","12","Scheduled"
"EXH001|2027-07-01","EXH001","Exhaust Fans and Heaters","Maintenance","Monthly","2027-07-01","12","Scheduled"
"SCG001|2027-07-01","SCG001","Supply Cage","Production","Monthly","2027-07-01","12","Scheduled"
"SHP001|2027-07-01","SHP001","Shipping Docks","Production","Monthly","2027-07-01","12","Scheduled"
"SUP001|2027-07-01","SUP001","Supply Room","Production","Monthly","2027-07-01","12","Scheduled"
"AIR001|2027-07-03","AIR001","Air Curtains","Sanitation","Weekly","2027-07-03","49","Scheduled"
"BCH001|2027-07-03","BCH001","Box Chutes","Sanitation","Weekly","2027-07-03","49","Scheduled"
"BRE001|2027-07-03","BRE001","Box Room Elevator","Production","Weekly","2027-07-03","49","Scheduled"
"DCK001|2027-07-03","DCK001","Dock Pits","Production","Weekly","2027-07-03","49","Scheduled"
"FLT001|2027-07-03","FLT001","Forklifts","Production","Weekly","2027-07-03","49","Scheduled"
"ICE001|2027-07-03","ICE001","Ice House & Augers","Sanitation","Bi-Weekly","2027-07-03","25","Scheduled"
"KNR001|2027-07-03","KNR001","Knife Room","Production","Weekly","2027-07-03","49","Scheduled"
"LGT001|2027-07-03","LGT001","Light Covers","Sanitation","Weekly","2027-07-03","49","Scheduled"
"OHD001|2027-07-03","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-07-03","49","Scheduled"
"OHD002|2027-07-03","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-07-03","49","Scheduled"
"OSG001|2027-07-03","OSG001","Outside Grounds","Production","Weekly","2027-07-03","49","Scheduled"
"SLC001|2027-07-03","SLC001","SLC Scales","Production","Weekly","2027-07-03","49","Scheduled"
"SOP001|2027-07-03","SOP001","Soap Room","Sanitation","Weekly","2027-07-03","49","Scheduled"
"AIR001|2027-07-10","AIR001","Air Curtains","Sanitation","Weekly","2027-07-10","50","Scheduled"
"BCH001|2027-07-10","BCH001","Box Chutes","Sanitation","Weekly","2027-07-10","50","Scheduled"
"BRE001|2027-07-10","BRE001","Box Room Elevator","Production","Weekly","2027-07-10","50","Scheduled"
"DCK001|2027-07-10","DCK001","Dock Pits","Production","Weekly","2027-07-10","50","Scheduled"
"FLT001|2027-07-10","FLT001","Forklifts","Production","Weekly","2027-07-10","50","Scheduled"
"KNR001|2027-07-10","KNR001","Knife Room","Production","Weekly","2027-07-10","50","Scheduled"
"LGT001|2027-07-10","LGT001","Light Covers","Sanitation","Weekly","2027-07-10","50","Scheduled"
"OHD001|2027-07-10","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-07-10","50","Scheduled"
"OHD002|2027-07-10","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-07-10","50","Scheduled"
"OSG001|2027-07-10","OSG001","Outside Grounds","Production","Weekly","2027-07-10","50","Scheduled"
"SLC001|2027-07-10","SLC001","SLC Scales","Production","Weekly","2027-07-10","50","Scheduled"
"SOP001|2027-07-10","SOP001","Soap Room","Sanitation","Weekly","2027-07-10","50","Scheduled"
"AIR001|2027-07-17","AIR001","Air Curtains","Sanitation","Weekly","2027-07-17","51","Scheduled"
"BCH001|2027-07-17","BCH001","Box Chutes","Sanitation","Weekly","2027-07-17","51","Scheduled"
"BRE001|2027-07-17","BRE001","Box Room Elevator","Production","Weekly","2027-07-17","51","Scheduled"
"DCK001|2027-07-17","DCK001","Dock Pits","Production","Weekly","2027-07-17","51","Scheduled"
"FLT001|2027-07-17","FLT001","Forklifts","Production","Weekly","2027-07-17","51","Scheduled"
"ICE001|2027-07-17","ICE001","Ice House & Augers","Sanitation","Bi-Weekly","2027-07-17","26","Scheduled"
"KNR001|2027-07-17","KNR001","Knife Room","Production","Weekly","2027-07-17","51","Scheduled"
"LGT001|2027-07-17","LGT001","Light Covers","Sanitation","Weekly","2027-07-17","51","Scheduled"
"OHD001|2027-07-17","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-07-17","51","Scheduled"
"OHD002|2027-07-17","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-07-17","51","Scheduled"
"OSG001|2027-07-17","OSG001","Outside Grounds","Production","Weekly","2027-07-17","51","Scheduled"
"SLC001|2027-07-17","SLC001","SLC Scales","Production","Weekly","2027-07-17","51","Scheduled"
"SOP001|2027-07-17","SOP001","Soap Room","Sanitation","Weekly","2027-07-17","51","Scheduled"
"AIR001|2027-07-24","AIR001","Air Curtains","Sanitation","Weekly","2027-07-24","52","Scheduled"
"BCH001|2027-07-24","BCH001","Box Chutes","Sanitation","Weekly","2027-07-24","52","Scheduled"
"BRE001|2027-07-24","BRE001","Box Room Elevator","Production","Weekly","2027-07-24","52","Scheduled"
"DCK001|2027-07-24","DCK001","Dock Pits","Production","Weekly","2027-07-24","52","Scheduled"
"FLT001|2027-07-24","FLT001","Forklifts","Production","Weekly","2027-07-24","52","Scheduled"
"KNR001|2027-07-24","KNR001","Knife Room","Production","Weekly","2027-07-24","52","Scheduled"
"LGT001|2027-07-24","LGT001","Light Covers","Sanitation","Weekly","2027-07-24","52","Scheduled"
"OHD001|2027-07-24","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-07-24","52","Scheduled"
"OHD002|2027-07-24","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-07-24","52","Scheduled"
"OSG001|2027-07-24","OSG001","Outside Grounds","Production","Weekly","2027-07-24","52","Scheduled"
"SLC001|2027-07-24","SLC001","SLC Scales","Production","Weekly","2027-07-24","52","Scheduled"
"SOP001|2027-07-24","SOP001","Soap Room","Sanitation","Weekly","2027-07-24","52","Scheduled"
"AIR001|2027-07-31","AIR001","Air Curtains","Sanitation","Weekly","2027-07-31","53","Scheduled"
"BCH001|2027-07-31","BCH001","Box Chutes","Sanitation","Weekly","2027-07-31","53","Scheduled"
"BRE001|2027-07-31","BRE001","Box Room Elevator","Production","Weekly","2027-07-31","53","Scheduled"
"DCK001|2027-07-31","DCK001","Dock Pits","Production","Weekly","2027-07-31","53","Scheduled"
"FLT001|2027-07-31","FLT001","Forklifts","Production","Weekly","2027-07-31","53","Scheduled"
"ICE001|2027-07-31","ICE001","Ice House & Augers","Sanitation","Bi-Weekly","2027-07-31","27","Scheduled"
"KNR001|2027-07-31","KNR001","Knife Room","Production","Weekly","2027-07-31","53","Scheduled"
"LGT001|2027-07-31","LGT001","Light Covers","Sanitation","Weekly","2027-07-31","53","Scheduled"
"OHD001|2027-07-31","OHD001","1st Processing Overhead","Sanitation","Weekly","2027-07-31","53","Scheduled"
"OHD002|2027-07-31","OHD002","2nd Processing Overhead","Sanitation","Weekly","2027-07-31","53","Scheduled"
"OSG001|2027-07-31","OSG001","Outside Grounds","Production","Weekly","2027-07-31","53","Scheduled"
"SLC001|2027-07-31","SLC001","SLC Scales","Production","Weekly","2027-07-31","53","Scheduled"
"SOP001|2027-07-31","SOP001","Soap Room","Sanitation","Weekly","2027-07-31","53","Scheduled"
